Bond Series,Original Loan Amount,Loan Purchase Date ,Purchase Year,Original Loan To Value,Loan Type ,SONYMA DPAL/CCAL Amount,Original Term,County,FIPS Code,Number of Units,Property Type,Housing Type,Household Size 
Series 130/131/132,$134100,05/25/2006,2006,90%,Conventional,$6705,360,Albany,36001,1 Family,Detached,Existing,1
Series 130/131/132,$171000,05/25/2006,2006,90%,Conventional,$8501,360,Saratoga,36091,1 Family,Detached,Existing,1
Series 130/131/132,$98000,05/25/2006,2006,89.99%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,1
Series 130/131/132,$256050,05/25/2006,2006,89.84%,Conventional,$11938,360,Suffolk,36103,1 Family,Detached,Existing,2
Series 130/131/132,$53000,05/25/2006,2006,88.33%,Conventional,$4943,360,Erie,36029,1 Family,Detached,Existing,2
Series 130/131/132,$70000,05/25/2006,2006,87.5%,Conventional,$1123,360,Chenango,36017,1 Family,Manufactured,Existing,2
Series 130/131/132,$297000,05/25/2006,2006,84.86%,Conventional,$11925,360,Westchester,36119,1 Family,Detached,Existing,4
Series 130/131/132,$79000,05/25/2006,2006,84.49%,Conventional,$5000,360,Livingston,36051,1 Family,Detached,Existing,2
Series 130/131/132,$104150,05/25/2006,2006,82.92%,Conventional,$5208,360,Broome,36007,1 Family,Detached,Existing,2
Series 130/131/132,$51200,05/25/2006,2006,80%,Conventional,,360,Chautauqua,36013,1 Family,Detached,Existing,1
Series 130/131/132,$68000,05/25/2006,2006,80%,Conventional,$5000,360,Oneida,36065,1 Family,Detached,Existing,4
Series 130/131/132,$69600,05/25/2006,2006,80%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,1
Series 130/131/132,$96000,05/25/2006,2006,80%,Conventional,$5000,360,Cortland,36023,3 Family,Detached,Existing,1
Series 130/131/132,$71920,05/25/2006,2006,80%,Conventional,$4507,360,Ontario,36069,1 Family,Condominium,Existing,2
Series 130/131/132,$127200,05/25/2006,2006,80%,Conventional,$6086,360,Dutchess,36027,1 Family,Condominium,Existing,1
Series 130/131/132,$132000,05/25/2006,2006,80%,Conventional,$1671,360,Queens,36081,1 Family,Cooperative,Existing,2
Series 130/131/132,$90900,05/25/2006,2006,77.03%,Conventional,$5000,360,Monroe,36055,1 Family,PUD,Existing,1
Series 130/131/132,$44400,05/25/2006,2006,73.39%,Conventional,$4738,360,Schenectady,36093,2 Family,Detached,Existing,2
Series 130/131/132,$87300,05/25/2006,2006,72.75%,Conventional,$4405,360,Tompkins,36109,1 Family,Detached,Existing,2
Series 130/131/132,$135000,05/25/2006,2006,71.05%,Conventional,$6750,360,Erie,36029,1 Family,Detached,Existing,1
Series 130/131/132,$92000,05/25/2006,2006,64.79%,Conventional,$2539,360,Dutchess,36027,1 Family,Cooperative,Existing,2
Series 130/131/132,$55000,05/25/2006,2006,33.21%,Conventional,$4355,360,New York,36061,1 Family,Cooperative,Rehabilitation,2
Series 130/131/132,$165405,06/01/2006,2006,99.64%,Step,$4962,360,Monroe,36055,1 Family,Detached,New,3
Series 130/131/132,$53350,06/01/2006,2006,97%,Conventional,$4486,360,Erie,36029,1 Family,Detached,Existing,1
Series 130/131/132,$77600,06/01/2006,2006,97%,Conventional,$3955,360,Erie,36029,1 Family,Detached,Existing,3
Series 130/131/132,$81480,06/01/2006,2006,97%,Conventional,$4628,360,Erie,36029,1 Family,Detached,Existing,3
Series 130/131/132,$85845,06/01/2006,2006,97%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,2
Series 130/131/132,$109610,06/01/2006,2006,97%,Conventional,$5481,360,Monroe,36055,1 Family,Detached,Existing,3
Series 130/131/132,$72750,06/01/2006,2006,97%,Conventional,$5000,360,Saratoga,36091,2 Family,Detached,Existing,1
Series 130/131/132,$82300,06/01/2006,2006,96.94%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,3
Series 130/131/132,$88200,06/01/2006,2006,96.92%,Conventional,$5000,360,Monroe,36055,1 Family,Not Available,Existing,1
Series 130/131/132,$37300,06/01/2006,2006,96.88%,Conventional,$5000,360,Broome,36007,1 Family,Detached,Existing,1
Series 130/131/132,$92000,06/01/2006,2006,96.84%,Conventional,$5000,360,Wyoming,36121,1 Family,Detached,Existing,1
Series 130/131/132,$120750,06/01/2006,2006,96.6%,Conventional,$6038,360,Dutchess,36027,1 Family,Detached,Existing,4
Series 130/131/132,$42513,06/01/2006,2006,95%,Conventional,$2877,360,Yates,36123,1 Family,Detached,Existing,1
Series 130/131/132,$132900,06/01/2006,2006,95%,Conventional,$6645,360,Rensselaer,36083,1 Family,Detached,Existing,2
Series 130/131/132,$181317,06/01/2006,2006,95%,Step,$4595,360,Monroe,36055,1 Family,Detached,New,3
Series 130/131/132,$223000,06/01/2006,2006,94.89%,Conventional,$10743,360,Bronx,36005,1 Family,Condominium,Existing,1
Series 130/131/132,$175750,06/01/2006,2006,94.74%,Conventional,$7742,360,Orange,36071,1 Family,Detached,Existing,4
Series 130/131/132,$71200,06/01/2006,2006,94.3%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,1
Series 130/131/132,$160000,06/01/2006,2006,94.12%,Conventional,$7631,360,Albany,36001,1 Family,Detached,Existing,3
Series 130/131/132,$126000,06/01/2006,2006,93.33%,Conventional,$6300,360,Tioga,36107,1 Family,Detached,Existing,2
Series 130/131/132,$70800,06/01/2006,2006,91.95%,Conventional,$5000,360,Broome,36007,1 Family,Attached,Existing,1
Series 130/131/132,$70660,06/01/2006,2006,90.59%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,3
Series 130/131/132,$36900,06/01/2006,2006,90%,Conventional,$3678,360,Oneida,36065,1 Family,Detached,Existing,5
Series 130/131/132,$132300,06/01/2006,2006,90%,Conventional,$6615,360,Rensselaer,36083,1 Family,Detached,Existing,1
Series 130/131/132,$171000,06/01/2006,2006,90%,Conventional,,360,Suffolk,36103,1 Family,Cooperative,Existing,1
Series 130/131/132,$107000,06/01/2006,2006,89.92%,Conventional,$5350,360,Broome,36007,4 Family,Detached,Existing,1
Series 130/131/132,$64810,06/01/2006,2006,88.78%,Conventional,$4503,360,Erie,36029,1 Family,Detached,Existing,1
Series 130/131/132,$75500,06/01/2006,2006,88.3%,Conventional,$5000,360,Oneida,36065,1 Family,Detached,Existing,1
Series 130/131/132,$89165,06/01/2006,2006,85%,Conventional,$5000,360,Erie,36029,2 Family,Detached,Existing,1
Series 130/131/132,$104800,06/01/2006,2006,80%,Conventional,$5240,360,Suffolk,36103,1 Family,Condominium,Existing,1
Series 130/131/132,$126300,06/01/2006,2006,79.99%,Conventional,$6315,360,Albany,36001,1 Family,Detached,Existing,1
Series 130/131/132,$271600,06/01/2006,2006,79.88%,Conventional,$10187,360,Suffolk,36103,1 Family,Detached,Existing,1
Series 130/131/132,$249600,06/01/2006,2006,79.87%,Conventional,$6817,360,Nassau,36059,1 Family,Detached,Existing,3
Series 130/131/132,$219900,06/01/2006,2006,78.82%,Conventional,$8340,480,Westchester,36119,1 Family,Condominium,Existing,4
Series 130/131/132,$72650,06/01/2006,2006,74.51%,Conventional,$3947,360,Schenectady,36093,1 Family,Not Available,Existing,1
Series 130/131/132,$225550,06/01/2006,2006,66.8%,Conventional,$5170,360,Kings,36047,2 Family,Attached,New,3
Series 130/131/132,$78500,06/01/2006,2006,66.24%,Conventional,$5000,360,Niagara,36063,1 Family,Detached,Existing,1
Series 130/131/132,$64000,06/01/2006,2006,58.45%,Conventional,$5000,360,Monroe,36055,2 Family,Attached,Existing,1
Series 130/131/132,$109900,06/01/2006,2006,57.84%,Conventional,$5495,360,Orange,36071,1 Family,Detached,Existing,5
Series 130/131/132,$35405,06/08/2006,2006,97%,Conventional,$3783,360,Erie,36029,1 Family,Detached,Existing,1
Series 130/131/132,$53350,06/08/2006,2006,97%,Conventional,$4647,360,Erie,36029,1 Family,Detached,Existing,1
Series 130/131/132,$58200,06/08/2006,2006,97%,Conventional,$3000,360,Niagara,36063,1 Family,Detached,Existing,1
Series 130/131/132,$63050,06/08/2006,2006,97%,Conventional,$5000,360,Niagara,36063,1 Family,Detached,Existing,1
Series 130/131/132,$65863,06/08/2006,2006,97%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,1
Series 130/131/132,$67900,06/08/2006,2006,97%,Conventional,$4162,360,Erie,36029,1 Family,Detached,Existing,1
Series 130/131/132,$69840,06/08/2006,2006,97%,Conventional,$3474,360,Albany,36001,1 Family,Detached,Existing,2
Series 130/131/132,$69840,06/08/2006,2006,97%,Conventional,$5000,360,Herkimer,36043,1 Family,Detached,Existing,2
Series 130/131/132,$74690,06/08/2006,2006,97%,Conventional,$5000,360,Madison,36053,1 Family,Detached,Existing,2
Series 130/131/132,$77018,06/08/2006,2006,97%,Conventional,$3675,360,Niagara,36063,1 Family,Detached,Existing,2
Series 130/131/132,$78570,06/08/2006,2006,97%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,1
Series 130/131/132,$81480,06/08/2006,2006,97%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,1
Series 130/131/132,$81480,06/08/2006,2006,97%,Conventional,$5000,360,Washington,36115,1 Family,Detached,Existing,2
Series 130/131/132,$83323,06/08/2006,2006,97%,Conventional,$4919,360,Onondaga,36067,1 Family,Detached,Existing,1
Series 130/131/132,$83420,06/08/2006,2006,97%,Conventional,$4678,360,Steuben,36101,1 Family,Detached,Existing,3
Series 130/131/132,$92150,06/08/2006,2006,97%,Conventional,$4634,360,Chemung,36015,1 Family,Detached,Existing,1
Series 130/131/132,$135800,06/08/2006,2006,97%,Conventional,$6790,360,Albany,36001,1 Family,Detached,Existing,1
Series 130/131/132,$135800,06/08/2006,2006,97%,Conventional,$6790,360,Sullivan,36105,1 Family,Detached,Existing,1
Series 130/131/132,$168780,06/08/2006,2006,97%,Conventional,$8439,360,Monroe,36055,1 Family,Detached,Existing,4
Series 130/131/132,$32010,06/08/2006,2006,97%,Conventional,$4017,360,Erie,36029,2 Family,Detached,Existing,1
Series 130/131/132,$115430,06/08/2006,2006,97%,Conventional,$5772,360,Monroe,36055,2 Family,Detached,Existing,1
Series 130/131/132,$83900,06/08/2006,2006,96.99%,Conventional,$4968,360,Ontario,36069,1 Family,Detached,Existing,5
Series 130/131/132,$93100,06/08/2006,2006,96.98%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,3
Series 130/131/132,$70300,06/08/2006,2006,96.97%,Conventional,$4526,360,Broome,36007,1 Family,Detached,Existing,1
Series 130/131/132,$76600,06/08/2006,2006,96.96%,Conventional,$5000,360,Niagara,36063,1 Family,Detached,Existing,1
Series 130/131/132,$60100,06/08/2006,2006,96.94%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,2
Series 130/131/132,$78800,06/08/2006,2006,96.92%,Conventional,$4976,360,Monroe,36055,1 Family,Detached,Existing,1
Series 130/131/132,$100700,06/08/2006,2006,96.92%,Conventional,$3936,360,Rensselaer,36083,1 Family,Detached,Existing,1
Series 130/131/132,$48650,06/08/2006,2006,96.91%,Conventional,$4505,360,Chautauqua,36013,1 Family,Detached,Existing,1
Series 130/131/132,$78500,06/08/2006,2006,96.91%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,4
Series 130/131/132,$84800,06/08/2006,2006,96.91%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,1
Series 130/131/132,$74600,06/08/2006,2006,96.88%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,2
Series 130/131/132,$50000,06/08/2006,2006,96.15%,Conventional,$4749,360,Yates,36123,1 Family,Detached,Existing,1
Series 130/131/132,$71250,06/08/2006,2006,95%,Conventional,$4225,360,Oneida,36065,1 Family,Detached,Existing,3
Series 130/131/132,$73150,06/08/2006,2006,95%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,2
Series 130/131/132,$78375,06/08/2006,2006,95%,Conventional,$4116,360,Onondaga,36067,1 Family,Detached,Existing,4
Series 130/131/132,$96900,06/08/2006,2006,95%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,2
Series 130/131/132,$101175,06/08/2006,2006,95%,Conventional,$5059,360,Erie,36029,1 Family,Detached,Existing,2
Series 130/131/132,$106400,06/08/2006,2006,95%,Conventional,$5320,360,Cayuga,36011,1 Family,Detached,Existing,3
Series 130/131/132,$118750,06/08/2006,2006,95%,Conventional,$5938,360,Erie,36029,1 Family,Detached,Existing,6
Series 130/131/132,$130150,06/08/2006,2006,95%,Conventional,$6508,360,Niagara,36063,1 Family,Detached,Existing,1
Series 130/131/132,$152000,06/08/2006,2006,95%,Conventional,$7600,360,Albany,36001,1 Family,Detached,Existing,1
Series 130/131/132,$51300,06/08/2006,2006,95%,Conventional,$5000,360,Broome,36007,2 Family,Detached,Existing,1
Series 130/131/132,$82650,06/08/2006,2006,95%,Conventional,$5000,360,Tompkins,36109,2 Family,Detached,Existing,1
Series 130/131/132,$140600,06/08/2006,2006,95%,Conventional,$5851,360,Erie,36029,1 Family,Condominium,Existing,1
Series 130/131/132,$265500,06/08/2006,2006,94.99%,Conventional,$12202,480,Suffolk,36103,1 Family,Detached,Existing,3
Series 130/131/132,$284000,06/08/2006,2006,94.98%,Conventional,$13800,360,Suffolk,36103,1 Family,Detached,Existing,4
Series 130/131/132,$66950,06/08/2006,2006,94.96%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,1
Series 130/131/132,$68800,06/08/2006,2006,94.9%,Conventional,$4746,360,Monroe,36055,1 Family,Detached,Existing,2
Series 130/131/132,$275000,06/08/2006,2006,94.83%,Conventional,$10923,360,Suffolk,36103,1 Family,Detached,Existing,2
Series 130/131/132,$284500,06/08/2006,2006,94.83%,Conventional,$14184,360,Rockland,36087,1 Family,Condominium,Existing,1
Series 130/131/132,$69300,06/08/2006,2006,93.65%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,2
Series 130/131/132,$99000,06/08/2006,2006,93.4%,Conventional,$4975,360,Erie,36029,1 Family,Detached,Existing,1
Series 130/131/132,$113800,06/08/2006,2006,92.9%,Conventional,$5690,360,Monroe,36055,1 Family,Detached,Existing,1
Series 130/131/132,$93000,06/08/2006,2006,92.08%,Conventional,$5000,360,Broome,36007,1 Family,Detached,Existing,4
Series 130/131/132,$75600,06/08/2006,2006,90%,Conventional,$4103,360,Monroe,36055,1 Family,Detached,Existing,1
Series 130/131/132,$81000,06/08/2006,2006,90%,Conventional,$5000,360,Niagara,36063,1 Family,Detached,Existing,2
Series 130/131/132,$128700,06/08/2006,2006,90%,Conventional,$6435,360,Erie,36029,1 Family,Detached,Existing,1
Series 130/131/132,$81000,06/08/2006,2006,90%,Conventional,$2985,360,Nassau,36059,1 Family,Cooperative,Existing,2
Series 130/131/132,$166500,06/08/2006,2006,90%,Conventional,$2441,360,Nassau,36059,1 Family,Cooperative,Existing,1
Series 130/131/132,$95000,06/08/2006,2006,87.16%,Conventional,$5000,360,Erie,36029,2 Family,Detached,Existing,1
Series 130/131/132,$66725,06/08/2006,2006,85%,Conventional,$5000,360,Niagara,36063,1 Family,Detached,Existing,1
Series 130/131/132,$204000,06/08/2006,2006,85%,Conventional,$10199,360,Rockland,36087,1 Family,Condominium,Existing,3
Series 130/131/132,$75000,06/08/2006,2006,84.17%,Conventional,$5000,360,Livingston,36051,1 Family,Detached,Existing,1
Series 130/131/132,$93000,06/08/2006,2006,82.3%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,1
Series 130/131/132,$105000,06/08/2006,2006,80.83%,Conventional,$5250,360,Erie,36029,1 Family,Detached,Existing,1
Series 130/131/132,$80000,06/08/2006,2006,80%,Conventional,$886,360,Erie,36029,1 Family,Detached,Existing,1
Series 130/131/132,$88000,06/08/2006,2006,80%,Conventional,$4938,360,Onondaga,36067,1 Family,Detached,Existing,1
Series 130/131/132,$124800,06/08/2006,2006,80%,Conventional,$6240,360,Schenectady,36093,1 Family,Detached,Existing,2
Series 130/131/132,$211600,06/08/2006,2006,80%,Conventional,$10580,480,Suffolk,36103,1 Family,Detached,Existing,2
Series 130/131/132,$279600,06/08/2006,2006,80%,Conventional,$13966,360,Bronx,36005,1 Family,Detached,Existing,3
Series 130/131/132,$160720,06/08/2006,2006,80%,Conventional,$3445,360,Nassau,36059,1 Family,Cooperative,Existing,1
Series 130/131/132,$70300,06/08/2006,2006,79.98%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,4
Series 130/131/132,$63136,06/08/2006,2006,79.92%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,2
Series 130/131/132,$120000,06/08/2006,2006,78.69%,Conventional,$4173,360,Monroe,36055,1 Family,Detached,Existing,1
Series 130/131/132,$25000,06/08/2006,2006,74.63%,Conventional,$3544,240,Chemung,36015,1 Family,Detached,Existing,2
Series 130/131/132,$83600,06/08/2006,2006,72.7%,Conventional,$4863,360,Tompkins,36109,1 Family,Detached,Existing,1
Series 130/131/132,$90000,06/08/2006,2006,72%,Conventional,$5000,360,Erie,36029,1 Family,Condominium,Existing,1
Series 130/131/132,$51900,06/08/2006,2006,54.69%,Conventional,$4614,360,Erie,36029,1 Family,PUD,Existing,1
Series 130/131/132,$30000,06/08/2006,2006,36.36%,Conventional,$4977,360,Monroe,36055,1 Family,PUD,Existing,2
Series 130/131/132,$17500,06/08/2006,2006,7.29%,Conventional,$3000,360,Suffolk,36103,1 Family,Detached,Existing,3
Series 130/131/132,$32010,06/15/2006,2006,97%,Conventional,$3651,360,Oswego,36075,1 Family,Detached,Existing,2
Series 130/131/132,$63050,06/15/2006,2006,97%,Conventional,$3460,360,Erie,36029,1 Family,Detached,Existing,3
Series 130/131/132,$63050,06/15/2006,2006,97%,Conventional,$4685,360,Niagara,36063,1 Family,Detached,Existing,1
Series 130/131/132,$74496,06/15/2006,2006,97%,Conventional,$4284,360,Broome,36007,1 Family,Detached,Existing,1
Series 130/131/132,$89240,06/15/2006,2006,97%,Conventional,$5000,360,Livingston,36051,1 Family,Detached,Existing,1
Series 130/131/132,$93993,06/15/2006,2006,97%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,1
Series 130/131/132,$96030,06/15/2006,2006,97%,Conventional,$5000,360,Onondaga,36067,1 Family,Detached,Existing,1
Series 130/131/132,$97000,06/15/2006,2006,97%,Conventional,$3952,360,Monroe,36055,1 Family,Detached,Existing,1
Series 130/131/132,$140650,06/15/2006,2006,97%,Conventional,$7033,360,Erie,36029,1 Family,Detached,Existing,1
Series 130/131/132,$182845,06/15/2006,2006,97%,Conventional,$8990,360,Saratoga,36091,1 Family,Detached,Existing,1
Series 130/131/132,$70810,06/15/2006,2006,97%,Conventional,$4591,360,Monroe,36055,1 Family,Not Available,Existing,1
Series 130/131/132,$72750,06/15/2006,2006,97%,Conventional,$4894,360,Erie,36029,2 Family,Detached,Existing,1
Series 130/131/132,$99900,06/15/2006,2006,96.99%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,2
Series 130/131/132,$54300,06/15/2006,2006,96.96%,Conventional,$4063,360,Monroe,36055,1 Family,Detached,Existing,6
Series 130/131/132,$66900,06/15/2006,2006,96.96%,Conventional,$4475,360,Broome,36007,1 Family,Detached,Existing,2
Series 130/131/132,$92000,06/15/2006,2006,96.94%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,2
Series 130/131/132,$55250,06/15/2006,2006,96.93%,Conventional,$5000,360,Chautauqua,36013,2 Family,Detached,Existing,2
Series 130/131/132,$42750,06/15/2006,2006,95%,Conventional,$4296,360,Oneida,36065,1 Family,Detached,Existing,1
Series 130/131/132,$47500,06/15/2006,2006,95%,Conventional,$4790,360,Chautauqua,36013,1 Family,Detached,Existing,2
Series 130/131/132,$85500,06/15/2006,2006,95%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,1
Series 130/131/132,$97850,06/15/2006,2006,95%,Conventional,$4102,360,Monroe,36055,1 Family,Detached,Existing,4
Series 130/131/132,$112575,06/15/2006,2006,95%,Conventional,$5240,360,Oneida,36065,1 Family,Detached,Existing,3
Series 130/131/132,$122550,06/15/2006,2006,95%,Conventional,$6128,360,Monroe,36055,1 Family,Detached,Existing,3
Series 130/131/132,$138700,06/15/2006,2006,95%,Conventional,$6420,360,Monroe,36055,1 Family,Detached,Existing,1
Series 130/131/132,$143450,06/15/2006,2006,95%,Conventional,$7173,360,Albany,36001,1 Family,Detached,Existing,1
Series 130/131/132,$111150,06/15/2006,2006,95%,Conventional,$5558,360,Erie,36029,2 Family,Detached,Existing,1
Series 130/131/132,$94900,06/15/2006,2006,94.99%,Conventional,$3880,360,Schenectady,36093,1 Family,Detached,Existing,2
Series 130/131/132,$81200,06/15/2006,2006,94.97%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,3
Series 130/131/132,$80200,06/15/2006,2006,94.91%,Conventional,$4848,360,Monroe,36055,1 Family,Detached,Existing,3
Series 130/131/132,$170000,06/15/2006,2006,94.44%,Conventional,$8500,360,Ulster,36111,1 Family,Detached,Existing,1
Series 130/131/132,$187900,06/15/2006,2006,92.56%,Conventional,$7311,360,Tompkins,36109,1 Family,Detached,Existing,4
Series 130/131/132,$80025,06/15/2006,2006,91.46%,Conventional,$4276,360,Monroe,36055,1 Family,Detached,Existing,1
Series 130/131/132,$88999,06/15/2006,2006,90%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,2
Series 130/131/132,$114300,06/15/2006,2006,90%,Conventional,$5715,360,Erie,36029,1 Family,Detached,Existing,1
Series 130/131/132,$53550,06/15/2006,2006,90%,Conventional,$3714,360,Monroe,36055,1 Family,Condominium,Existing,1
Series 130/131/132,$106000,06/15/2006,2006,89.08%,Conventional,$5291,360,Erie,36029,1 Family,Detached,Existing,2
Series 130/131/132,$175750,06/15/2006,2006,87.88%,Conventional,$5273,360,Suffolk,36103,1 Family,Detached,Existing,1
Series 130/131/132,$50500,06/15/2006,2006,87.83%,Conventional,$4401,360,Erie,36029,1 Family,Detached,Existing,2
Series 130/131/132,$94000,06/15/2006,2006,87.04%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,1
Series 130/131/132,$141500,06/15/2006,2006,83.24%,Conventional,$7075,360,Orange,36071,1 Family,Detached,Existing,6
Series 130/131/132,$108000,06/15/2006,2006,80%,Conventional,$5400,360,Albany,36001,1 Family,Attached,Existing,1
Series 130/131/132,$60000,06/15/2006,2006,80%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,1
Series 130/131/132,$74000,06/15/2006,2006,80%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,2
Series 130/131/132,$76000,06/15/2006,2006,80%,Conventional,$5000,360,Niagara,36063,1 Family,Detached,Existing,3
Series 130/131/132,$79600,06/15/2006,2006,80%,Conventional,$5000,360,Genesee,36037,1 Family,Detached,Existing,2
Series 130/131/132,$81600,06/15/2006,2006,80%,Conventional,$3000,360,St. Lawrence,36089,1 Family,Detached,Existing,1
Series 130/131/132,$82400,06/15/2006,2006,80%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,1
Series 130/131/132,$118097,06/15/2006,2006,80%,Conventional,$5552,300,Saratoga,36091,1 Family,Detached,Existing,1
Series 130/131/132,$146000,06/15/2006,2006,80%,Conventional,$6617,360,Saratoga,36091,1 Family,Detached,Existing,2
Series 130/131/132,$256000,06/15/2006,2006,80%,Conventional,$11549,360,Suffolk,36103,1 Family,Detached,Existing,2
Series 130/131/132,$33600,06/15/2006,2006,80%,Conventional,$3517,360,Erie,36029,2 Family,Detached,Existing,1
Series 130/131/132,$211500,06/15/2006,2006,79.81%,Conventional,$10575,360,Rockland,36087,1 Family,Detached,Existing,1
Series 130/131/132,$293520,06/15/2006,2006,79.33%,Conventional,$12195,360,Rockland,36087,1 Family,Condominium,New,1
Series 130/131/132,$127632,06/15/2006,2006,78.79%,Conventional,$3123,360,Bronx,36005,1 Family,Cooperative,Existing,1
Series 130/131/132,$55425,06/15/2006,2006,75%,Conventional,$4272,360,Otsego,36077,1 Family,Detached,Existing,2
Series 130/131/132,$110584,06/15/2006,2006,64.52%,Conventional,$3318,360,Suffolk,36103,1 Family,Detached,New,3
Series 130/131/132,$288570,06/22/2006,2006,98.83%,Conventional,$6791,360,Westchester,36119,1 Family,Condominium,Existing,4
Series 130/131/132,$32010,06/22/2006,2006,97%,Conventional,$2955,360,Tompkins,36109,1 Family,Detached,Existing,2
Series 130/131/132,$41225,06/22/2006,2006,97%,Conventional,$3904,360,Chemung,36015,1 Family,Detached,Existing,2
Series 130/131/132,$51410,06/22/2006,2006,97%,Conventional,$4360,360,Broome,36007,1 Family,Detached,Existing,1
Series 130/131/132,$63050,06/22/2006,2006,97%,Conventional,$5000,360,Niagara,36063,1 Family,Detached,Existing,1
Series 130/131/132,$65960,06/22/2006,2006,97%,Conventional,$5000,360,Onondaga,36067,1 Family,Detached,Existing,1
Series 130/131/132,$67185,06/22/2006,2006,97%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Rehabilitation,2
Series 130/131/132,$69946,06/22/2006,2006,97%,Conventional,$5000,360,Wayne,36117,1 Family,Detached,Rehabilitation,4
Series 130/131/132,$75660,06/22/2006,2006,97%,Conventional,$4946,360,Chemung,36015,1 Family,Detached,Existing,3
Series 130/131/132,$77115,06/22/2006,2006,97%,Conventional,$4531,360,Chemung,36015,1 Family,Detached,Existing,3
Series 130/131/132,$86233,06/22/2006,2006,97%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,1
Series 130/131/132,$93120,06/22/2006,2006,97%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,1
Series 130/131/132,$106700,06/22/2006,2006,97%,Conventional,$5335,360,Onondaga,36067,1 Family,Detached,Existing,1
Series 130/131/132,$112520,06/22/2006,2006,97%,Conventional,$3991,360,Monroe,36055,1 Family,Detached,Existing,1
Series 130/131/132,$113490,06/22/2006,2006,97%,Conventional,$5675,360,Monroe,36055,1 Family,Detached,Existing,6
Series 130/131/132,$118825,06/22/2006,2006,97%,Conventional,$5941,360,Tompkins,36109,1 Family,Detached,Existing,1
Series 130/131/132,$120280,06/22/2006,2006,97%,Conventional,$5389,360,Wayne,36117,1 Family,Detached,Existing,3
Series 130/131/132,$141135,06/22/2006,2006,97%,Conventional,$3362,360,Rensselaer,36083,1 Family,Detached,Existing,3
Series 130/131/132,$24250,06/22/2006,2006,97%,Conventional,$4063,360,Erie,36029,2 Family,Detached,Existing,1
Series 130/131/132,$62565,06/22/2006,2006,97%,Conventional,$4533,360,Erie,36029,2 Family,Detached,Existing,1
Series 130/131/132,$48039,06/22/2006,2006,96.99%,Conventional,$5000,360,Monroe,36055,2 Family,Detached,Rehabilitation,1
Series 130/131/132,$121600,06/22/2006,2006,96.97%,Conventional,$6080,360,Monroe,36055,1 Family,Detached,Existing,1
Series 130/131/132,$71750,06/22/2006,2006,96.96%,Conventional,$5000,360,Niagara,36063,1 Family,Detached,Existing,3
Series 130/131/132,$76600,06/22/2006,2006,96.96%,Conventional,$4926,360,Broome,36007,1 Family,Detached,Existing,1
Series 130/131/132,$69700,06/22/2006,2006,96.94%,Conventional,$4856,360,Erie,36029,1 Family,Detached,Existing,2
Series 130/131/132,$82300,06/22/2006,2006,96.94%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,2
Series 130/131/132,$63000,06/22/2006,2006,96.92%,Conventional,$5000,360,Broome,36007,1 Family,Detached,Existing,4
Series 130/131/132,$68800,06/22/2006,2006,96.9%,Conventional,$4474,360,Onondaga,36067,1 Family,Attached,Existing,1
Series 130/131/132,$55100,06/22/2006,2006,95%,Conventional,$4670,360,Monroe,36055,1 Family,Detached,Existing,1
