Bond Series,Original Loan Amount,Loan Purchase Date ,Purchase Year,Original Loan To Value,Loan Type ,SONYMA DPAL/CCAL Amount,Original Term,County,FIPS Code,Number of Units,Property Type,Housing Type,Household Size 
Series 109/110,$32470,01/02/2004,2004,97%,Conventional,$2933,360,Monroe,36055,1 Family,Detached,Existing,1
Series 109/110,$48500,01/02/2004,2004,97%,Conventional,$3435,360,Genesee,36037,1 Family,Detached,Existing,4
Series 109/110,$49470,01/02/2004,2004,97%,Conventional,$4996,360,Monroe,36055,1 Family,Detached,Existing,3
Series 109/110,$58200,01/02/2004,2004,97%,Conventional,$4170,360,Erie,36029,1 Family,Detached,Existing,2
Series 109/110,$64990,01/02/2004,2004,97%,Conventional,$4940,360,Erie,36029,1 Family,Detached,Existing,3
Series 109/110,$64990,01/02/2004,2004,97%,Conventional,$4772,360,Schenectady,36093,1 Family,Detached,Existing,1
Series 109/110,$67900,01/02/2004,2004,97%,Conventional,$5000,360,Orleans,36073,1 Family,Detached,Existing,3
Series 109/110,$67900,01/02/2004,2004,97%,Conventional,$4845,360,Wayne,36117,1 Family,Detached,Existing,2
Series 109/110,$72775,01/02/2004,2004,97%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,2
Series 109/110,$77115,01/02/2004,2004,97%,Conventional,$5000,360,Broome,36007,1 Family,Detached,Existing,2
Series 109/110,$82353,01/02/2004,2004,97%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,1
Series 109/110,$82450,01/02/2004,2004,97%,Conventional,$5000,360,Schenectady,36093,1 Family,Detached,Existing,2
Series 109/110,$87300,01/02/2004,2004,97%,Conventional,$5000,360,Steuben,36101,1 Family,Detached,Existing,3
Series 109/110,$111550,01/02/2004,2004,97%,Conventional,$5000,360,Allegany,36003,1 Family,Detached,Existing,2
Series 109/110,$122705,01/02/2004,2004,97%,Conventional,$6135,360,Ulster,36111,1 Family,Detached,Existing,1
Series 109/110,$130950,01/02/2004,2004,97%,Conventional,$6548,360,Chenango,36017,1 Family,Detached,Existing,3
Series 109/110,$58200,01/02/2004,2004,97%,Conventional,$4086,360,Erie,36029,2 Family,Detached,Existing,1
Series 109/110,$42680,01/02/2004,2004,97%,Conventional,$3592,360,Schenectady,36093,1 Family,Condominium,Existing,1
Series 109/110,$71780,01/02/2004,2004,97%,Conventional,$5000,360,Monroe,36055,1 Family,Condominium,Existing,1
Series 109/110,$174794,01/02/2004,2004,97%,Conventional,$8650,360,Dutchess,36027,1 Family,Condominium,Existing,1
Series 109/110,$83900,01/02/2004,2004,96.99%,Conventional,$3267,360,Monroe,36055,1 Family,Detached,Existing,1
Series 109/110,$86300,01/02/2004,2004,96.97%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,1
Series 109/110,$84350,01/02/2004,2004,96.95%,Conventional,,360,Albany,36001,1 Family,Detached,Existing,2
Series 109/110,$75100,01/02/2004,2004,96.9%,Conventional,$4468,360,Broome,36007,1 Family,Detached,Existing,3
Series 109/110,$52300,01/02/2004,2004,96.85%,Conventional,$4383,360,Monroe,36055,1 Family,Detached,Existing,1
Series 109/110,$80000,01/02/2004,2004,96.5%,Conventional,$4218,360,Erie,36029,2 Family,Detached,Existing,1
Series 109/110,$101000,01/02/2004,2004,96.19%,Conventional,,360,Rensselaer,36083,2 Family,Detached,Existing,1
Series 109/110,$33250,01/02/2004,2004,95%,Conventional,$4549,360,Oswego,36075,1 Family,Detached,Existing,1
Series 109/110,$72200,01/02/2004,2004,95%,Conventional,$4918,360,Chautauqua,36013,1 Family,Detached,Existing,2
Series 109/110,$76000,01/02/2004,2004,95%,Conventional,$3562,360,Cattaraugus,36009,1 Family,Detached,Existing,1
Series 109/110,$81700,01/02/2004,2004,95%,Conventional,$5000,360,Washington,36115,1 Family,Detached,Existing,2
Series 109/110,$83600,01/02/2004,2004,95%,Conventional,$5000,360,Chemung,36015,1 Family,Detached,Existing,3
Series 109/110,$89775,01/02/2004,2004,95%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,1
Series 109/110,$145200,01/02/2004,2004,95%,Step,$5314,360,Monroe,36055,1 Family,Detached,New,7
Series 109/110,$175750,01/02/2004,2004,95%,Conventional,$8783,360,Suffolk,36103,1 Family,Detached,Existing,1
Series 109/110,$180500,01/02/2004,2004,95%,Conventional,$8271,360,Suffolk,36103,1 Family,Detached,New,3
Series 109/110,$237500,01/02/2004,2004,95%,Conventional,$10666,360,Suffolk,36103,1 Family,Detached,Existing,3
Series 109/110,$243675,01/02/2004,2004,95%,Conventional,,480,Westchester,36119,1 Family,Detached,Existing,4
Series 109/110,$270750,01/02/2004,2004,95%,Conventional,$13538,360,Suffolk,36103,1 Family,Detached,Existing,4
Series 109/110,$83450,01/02/2004,2004,94.99%,Conventional,$2720,360,Erie,36029,1 Family,Detached,Existing,1
Series 109/110,$90000,01/02/2004,2004,94.74%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,1
Series 109/110,$87000,01/02/2004,2004,93.55%,Conventional,$4578,360,Erie,36029,1 Family,Detached,Existing,2
Series 109/110,$160750,01/02/2004,2004,93.19%,Conventional,$5268,360,Suffolk,36103,1 Family,Detached,Existing,4
Series 109/110,$169500,01/02/2004,2004,91.87%,Conventional,$7596,360,Dutchess,36027,2 Family,Detached,Existing,3
Series 109/110,$250000,01/02/2004,2004,91.74%,Conventional,$11782,360,Queens,36081,1 Family,Detached,Existing,3
Series 109/110,$71100,01/02/2004,2004,90%,Conventional,$3364,360,Wyoming,36121,1 Family,Detached,Existing,2
Series 109/110,$76500,01/02/2004,2004,90%,Conventional,$4393,360,Erie,36029,1 Family,Detached,Existing,3
Series 109/110,$207000,01/02/2004,2004,90%,Conventional,$9528,360,Suffolk,36103,1 Family,Detached,Existing,3
Series 109/110,$220500,01/02/2004,2004,90%,Conventional,$8436,360,Richmond,36085,1 Family,Detached,Existing,2
Series 109/110,$240500,01/02/2004,2004,87.45%,Conventional,,360,Westchester,36119,1 Family,Condominium,Existing,1
Series 109/110,$72250,01/02/2004,2004,85%,Conventional,,360,Sullivan,36105,1 Family,Detached,Existing,1
Series 109/110,$95200,01/02/2004,2004,85%,Conventional,,360,Albany,36001,1 Family,Detached,Existing,3
Series 109/110,$61520,01/02/2004,2004,80%,Conventional,,360,Erie,36029,1 Family,Detached,Existing,1
Series 109/110,$77600,01/02/2004,2004,80%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,1
Series 109/110,$88000,01/02/2004,2004,80%,Conventional,,360,Essex,36031,1 Family,Detached,Existing,2
Series 109/110,$90640,01/02/2004,2004,80%,Conventional,$5000,360,Albany,36001,1 Family,Detached,Existing,1
Series 109/110,$97600,01/02/2004,2004,80%,Conventional,$5000,360,Rensselaer,36083,1 Family,Detached,Existing,1
Series 109/110,$72000,01/02/2004,2004,80%,Conventional,,360,Albany,36001,2 Family,Detached,Existing,2
Series 109/110,$247200,01/02/2004,2004,80%,Step,$12360,480,Richmond,36085,2 Family,Detached,New,5
Series 109/110,$88000,01/02/2004,2004,77.88%,Conventional,,240,Kings,36047,1 Family,Attached,New,4
Series 109/110,$50000,01/02/2004,2004,76.92%,Conventional,,360,Bronx,36005,1 Family,Cooperative,Existing,2
Series 109/110,$71397,01/02/2004,2004,63.31%,Conventional,$5000,360,Erie,36029,1 Family,Detached,New,3
Series 109/110,$160000,01/02/2004,2004,56.64%,Conventional,$8000,360,Nassau,36059,1 Family,Detached,Existing,1
Series 109/110,$45105,01/08/2004,2004,97%,Conventional,$2041,360,Montgomery,36057,1 Family,Detached,Existing,4
Series 109/110,$50488,01/08/2004,2004,97%,Conventional,$5000,360,Livingston,36051,1 Family,Detached,Existing,1
Series 109/110,$65475,01/08/2004,2004,97%,Conventional,$5000,360,Oswego,36075,1 Family,Detached,Existing,2
Series 109/110,$67900,01/08/2004,2004,97%,Conventional,$4172,360,Onondaga,36067,1 Family,Detached,Existing,3
Series 109/110,$68870,01/08/2004,2004,97%,Conventional,$4062,360,St. Lawrence,36089,1 Family,Detached,Existing,4
Series 109/110,$69840,01/08/2004,2004,97%,Conventional,$5000,360,Chautauqua,36013,1 Family,Detached,Existing,2
Series 109/110,$81480,01/08/2004,2004,97%,Conventional,$4865,360,Broome,36007,1 Family,Detached,Existing,1
Series 109/110,$90695,01/08/2004,2004,97%,Conventional,$5000,360,Orange,36071,1 Family,Detached,Existing,2
Series 109/110,$94575,01/08/2004,2004,97%,Conventional,$5000,360,Genesee,36037,1 Family,Detached,Existing,1
Series 109/110,$109610,01/08/2004,2004,97%,Conventional,$5481,360,Erie,36029,1 Family,Detached,Existing,1
Series 109/110,$89482,01/08/2004,2004,97%,Conventional,$4623,360,Erie,36029,2 Family,Detached,Existing,1
Series 109/110,$92150,01/08/2004,2004,97%,Conventional,$5000,360,Tompkins,36109,2 Family,Detached,Existing,1
Series 109/110,$42900,01/08/2004,2004,96.98%,Conventional,$3005,360,Monroe,36055,1 Family,Condominium,Existing,1
Series 109/110,$59150,01/08/2004,2004,96.97%,Conventional,$2756,360,Erie,36029,1 Family,Condominium,Existing,1
Series 109/110,$87000,01/08/2004,2004,96.67%,Conventional,$4922,360,Niagara,36063,1 Family,Detached,Existing,1
Series 109/110,$41800,01/08/2004,2004,95%,Conventional,$3566,360,Monroe,36055,1 Family,Detached,Existing,1
Series 109/110,$63650,01/08/2004,2004,95%,Conventional,$4114,360,Erie,36029,1 Family,Detached,Existing,2
Series 109/110,$80275,01/08/2004,2004,95%,Conventional,$4492,360,Clinton,36019,1 Family,Detached,Existing,4
Series 109/110,$95000,01/08/2004,2004,95%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,4
Series 109/110,$218500,01/08/2004,2004,95%,Conventional,$10925,360,Suffolk,36103,1 Family,Detached,Existing,1
Series 109/110,$264500,01/08/2004,2004,94.97%,Conventional,$4889,360,Suffolk,36103,1 Family,Detached,Existing,3
Series 109/110,$71100,01/08/2004,2004,94.93%,Conventional,$4672,360,Albany,36001,1 Family,Attached,Existing,1
Series 109/110,$79900,01/08/2004,2004,94%,Conventional,$4244,360,Erie,36029,1 Family,Detached,Existing,1
Series 109/110,$116560,01/08/2004,2004,94%,Conventional,$5828,360,Ulster,36111,1 Family,Detached,Existing,2
Series 109/110,$74000,01/08/2004,2004,92.5%,Conventional,$3925,360,Onondaga,36067,1 Family,Detached,Existing,1
Series 109/110,$57900,01/08/2004,2004,92.05%,Conventional,$4436,360,Broome,36007,1 Family,Detached,Existing,2
Series 109/110,$58500,01/08/2004,2004,90%,Conventional,$4719,360,Genesee,36037,1 Family,Detached,Existing,1
Series 109/110,$157050,01/08/2004,2004,90%,Conventional,$2566,360,Suffolk,36103,1 Family,Cooperative,Existing,1
Series 109/110,$71900,01/08/2004,2004,89.99%,Conventional,$4765,360,Genesee,36037,1 Family,Detached,Existing,1
Series 109/110,$76800,01/08/2004,2004,89.93%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,1
Series 109/110,$230000,01/08/2004,2004,82.14%,Conventional,$11500,360,Suffolk,36103,1 Family,Detached,Existing,1
Series 109/110,$55200,01/08/2004,2004,80%,Conventional,,240,Erie,36029,1 Family,Detached,Existing,2
Series 109/110,$63920,01/08/2004,2004,80%,Conventional,$4226,360,Oneida,36065,1 Family,Detached,Existing,3
Series 109/110,$74400,01/08/2004,2004,80%,Conventional,$5000,360,Broome,36007,1 Family,Detached,Existing,3
Series 109/110,$84000,01/08/2004,2004,80%,Conventional,$5000,360,Rensselaer,36083,1 Family,Detached,Existing,4
Series 109/110,$103200,01/08/2004,2004,80%,Conventional,$5160,360,Tompkins,36109,1 Family,Detached,Existing,3
Series 109/110,$172000,01/08/2004,2004,80%,Conventional,$6154,360,Suffolk,36103,1 Family,Detached,Existing,1
Series 109/110,$43900,01/08/2004,2004,79.96%,Conventional,$3305,360,Erie,36029,1 Family,Detached,Existing,1
Series 109/110,$51500,01/08/2004,2004,79.23%,Conventional,$3856,360,Herkimer,36043,1 Family,Detached,Existing,4
Series 109/110,$114750,01/08/2004,2004,79.19%,Conventional,$3517,360,Nassau,36059,1 Family,Cooperative,Existing,1
Series 109/110,$190400,01/08/2004,2004,77.71%,Conventional,$8604,360,Suffolk,36103,1 Family,Condominium,Existing,2
Series 109/110,$50000,01/08/2004,2004,76.34%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,4
Series 109/110,$215000,01/08/2004,2004,75.44%,Conventional,$10750,360,Rockland,36087,1 Family,Condominium,Existing,2
Series 109/110,$70000,01/08/2004,2004,73.68%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,1
Series 109/110,$69840,01/08/2004,2004,72.75%,Conventional,$5000,360,Tompkins,36109,1 Family,Detached,Existing,2
Series 109/110,$134155,01/15/2004,2004,100%,Step,$3372,360,Saratoga,36091,1 Family,Detached,New,4
Series 109/110,$26190,01/15/2004,2004,97%,Conventional,$1793,360,Franklin,36033,1 Family,Detached,Existing,1
Series 109/110,$34920,01/15/2004,2004,97%,Conventional,$3534,360,Clinton,36019,1 Family,Detached,Existing,1
Series 109/110,$36860,01/15/2004,2004,97%,Conventional,,360,Chautauqua,36013,1 Family,Detached,Existing,3
Series 109/110,$48500,01/15/2004,2004,97%,Conventional,$4366,360,Clinton,36019,1 Family,Detached,Existing,1
Series 109/110,$56260,01/15/2004,2004,97%,Conventional,$3724,360,Steuben,36101,1 Family,Detached,Existing,2
Series 109/110,$56745,01/15/2004,2004,97%,Conventional,$3268,360,St. Lawrence,36089,1 Family,Detached,Existing,4
Series 109/110,$58200,01/15/2004,2004,97%,Conventional,$4005,360,Niagara,36063,1 Family,Detached,Existing,3
Series 109/110,$58946,01/15/2004,2004,97%,Conventional,$2029,360,Herkimer,36043,1 Family,Detached,Existing,2
Series 109/110,$60625,01/15/2004,2004,97%,Conventional,$4015,360,Oneida,36065,1 Family,Detached,Existing,1
Series 109/110,$61013,01/15/2004,2004,97%,Conventional,$5000,360,Chenango,36017,1 Family,Detached,Existing,5
Series 109/110,$63050,01/15/2004,2004,97%,Conventional,$4259,360,Genesee,36037,1 Family,Detached,Existing,1
Series 109/110,$64773,01/15/2004,2004,97%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,2
Series 109/110,$65960,01/15/2004,2004,97%,Conventional,,360,Herkimer,36043,1 Family,Detached,Existing,1
Series 109/110,$72653,01/15/2004,2004,97%,Conventional,$4418,360,Erie,36029,1 Family,Detached,Existing,1
Series 109/110,$72750,01/15/2004,2004,97%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,1
Series 109/110,$72750,01/15/2004,2004,97%,Conventional,$4181,360,Niagara,36063,1 Family,Detached,Existing,1
Series 109/110,$77600,01/15/2004,2004,97%,Conventional,$5000,360,Schuyler,36097,1 Family,Detached,Existing,1
Series 109/110,$77891,01/15/2004,2004,97%,Conventional,$4643,360,Onondaga,36067,1 Family,Detached,Existing,2
Series 109/110,$79782,01/15/2004,2004,97%,Conventional,$4181,360,Chemung,36015,1 Family,Detached,Existing,1
Series 109/110,$80995,01/15/2004,2004,97%,Conventional,$4855,360,Onondaga,36067,1 Family,Detached,Existing,1
Series 109/110,$87009,01/15/2004,2004,97%,Conventional,$4906,360,Onondaga,36067,1 Family,Detached,Existing,1
Series 109/110,$115333,01/15/2004,2004,97%,Conventional,$5530,360,Greene,36039,1 Family,Detached,Existing,3
Series 109/110,$126100,01/15/2004,2004,97%,Conventional,$6305,360,Ulster,36111,1 Family,Detached,Existing,4
Series 109/110,$48500,01/15/2004,2004,97%,Conventional,$5000,360,Tompkins,36109,2 Family,Detached,Existing,1
Series 109/110,$51700,01/15/2004,2004,97%,Conventional,$3957,360,Monroe,36055,1 Family,Condominium,Existing,1
Series 109/110,$83900,01/15/2004,2004,96.99%,Conventional,$4893,360,Schenectady,36093,1 Family,Detached,Existing,1
Series 109/110,$109575,01/15/2004,2004,96.98%,Conventional,$5479,360,Erie,36029,1 Family,Detached,Rehabilitation,1
Series 109/110,$73700,01/15/2004,2004,96.97%,Conventional,$4471,360,Erie,36029,2 Family,Detached,Existing,1
Series 109/110,$46850,01/15/2004,2004,96.96%,Conventional,$2762,360,Livingston,36051,1 Family,Detached,Existing,1
Series 109/110,$76600,01/15/2004,2004,96.96%,Conventional,$3512,360,Monroe,36055,1 Family,Detached,Existing,1
Series 109/110,$89200,01/15/2004,2004,96.96%,Conventional,$4656,360,Erie,36029,1 Family,Detached,Existing,1
Series 109/110,$79500,01/15/2004,2004,96.95%,Conventional,$4296,360,Broome,36007,1 Family,Detached,Existing,1
Series 109/110,$85800,01/15/2004,2004,96.95%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,1
Series 109/110,$60100,01/15/2004,2004,96.94%,Conventional,$3716,360,Livingston,36051,1 Family,Detached,Existing,1
Series 109/110,$76100,01/15/2004,2004,96.94%,Conventional,$4097,360,Tioga,36107,1 Family,Detached,Existing,3
Series 109/110,$84800,01/15/2004,2004,96.91%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,1
Series 109/110,$94000,01/15/2004,2004,96.91%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,2
Series 109/110,$80655,01/15/2004,2004,95.45%,Conventional,$3713,360,Onondaga,36067,1 Family,Detached,Existing,3
Series 109/110,$39900,01/15/2004,2004,95%,Conventional,$4513,360,Monroe,36055,1 Family,Detached,Existing,1
Series 109/110,$61750,01/15/2004,2004,95%,Conventional,$5000,360,Broome,36007,1 Family,Detached,Existing,2
Series 109/110,$66025,01/15/2004,2004,95%,Conventional,$4916,360,Broome,36007,1 Family,Detached,Existing,1
Series 109/110,$66500,01/15/2004,2004,95%,Conventional,$3752,360,Onondaga,36067,1 Family,Detached,Existing,3
Series 109/110,$70775,01/15/2004,2004,95%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,1
Series 109/110,$73150,01/15/2004,2004,95%,Conventional,$3662,360,Niagara,36063,1 Family,Detached,Existing,3
Series 109/110,$74100,01/15/2004,2004,95%,Conventional,$4494,360,Erie,36029,1 Family,Detached,Existing,1
Series 109/110,$76000,01/15/2004,2004,95%,Conventional,$4608,360,Genesee,36037,1 Family,Detached,Existing,1
Series 109/110,$78751,01/15/2004,2004,95%,Step,,360,Chautauqua,36013,1 Family,Detached,New,3
Series 109/110,$85500,01/15/2004,2004,95%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,3
Series 109/110,$87400,01/15/2004,2004,95%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,1
Series 109/110,$100700,01/15/2004,2004,95%,Conventional,$5035,360,Albany,36001,1 Family,Detached,Existing,1
Series 109/110,$102644,01/15/2004,2004,95%,Conventional,$5133,360,Monroe,36055,1 Family,Detached,Existing,1
Series 109/110,$103550,01/15/2004,2004,95%,Conventional,$5178,360,Erie,36029,1 Family,Detached,Existing,1
Series 109/110,$95000,01/15/2004,2004,95%,Conventional,$5000,360,Tompkins,36109,2 Family,Detached,Existing,2
Series 109/110,$53850,01/15/2004,2004,94.97%,Conventional,$3530,360,Niagara,36063,1 Family,Detached,Existing,2
Series 109/110,$65050,01/15/2004,2004,94.96%,Conventional,$4406,360,Wyoming,36121,1 Family,Manufactured,Existing,1
Series 109/110,$92100,01/15/2004,2004,94.95%,Conventional,$4467,360,Monroe,36055,1 Family,Detached,Existing,2
Series 109/110,$90200,01/15/2004,2004,94.95%,Conventional,$5000,360,Monroe,36055,1 Family,Condominium,Existing,1
Series 109/110,$61700,01/15/2004,2004,94.92%,Conventional,$4718,360,Monroe,36055,1 Family,Detached,Existing,1
Series 109/110,$100740,01/15/2004,2004,90.76%,Conventional,,360,Albany,36001,1 Family,Detached,Existing,2
Series 109/110,$136000,01/15/2004,2004,90.37%,Conventional,$6800,360,Suffolk,36103,1 Family,Detached,Existing,2
Series 109/110,$56250,01/15/2004,2004,90%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,1
Series 109/110,$82800,01/15/2004,2004,90%,Conventional,$4864,360,Monroe,36055,1 Family,Detached,Existing,1
Series 109/110,$231750,01/15/2004,2004,90%,Conventional,$8781,360,Suffolk,36103,1 Family,Detached,Existing,1
Series 109/110,$63450,01/15/2004,2004,90%,Conventional,$4343,360,Niagara,36063,2 Family,Detached,Existing,1
Series 109/110,$148500,01/15/2004,2004,90%,Conventional,$6314,360,Orange,36071,1 Family,Condominium,Existing,1
Series 109/110,$80100,01/15/2004,2004,90%,Conventional,$2231,360,Nassau,36059,1 Family,Cooperative,Existing,1
Series 109/110,$76900,01/15/2004,2004,89.94%,Conventional,$5000,360,Livingston,36051,1 Family,Detached,Existing,1
Series 109/110,$67900,01/15/2004,2004,89.93%,Conventional,$4380,360,Broome,36007,1 Family,Detached,Existing,3
Series 109/110,$85000,01/15/2004,2004,89.47%,Conventional,$4467,360,Ulster,36111,1 Family,Detached,Existing,2
Series 109/110,$150000,01/15/2004,2004,88.97%,Conventional,$3402,360,Bronx,36005,1 Family,Cooperative,Existing,3
Series 109/110,$60000,01/15/2004,2004,88.24%,Conventional,$4519,360,Orleans,36073,1 Family,Detached,Existing,1
Series 109/110,$46700,01/15/2004,2004,88.11%,Conventional,,360,Erie,36029,1 Family,Condominium,Existing,1
Series 109/110,$52560,01/15/2004,2004,87.6%,Conventional,$2832,360,Steuben,36101,1 Family,Detached,Existing,1
Series 109/110,$72000,01/15/2004,2004,85.21%,Conventional,$4688,360,Erie,36029,1 Family,Detached,Existing,4
Series 109/110,$29920,01/15/2004,2004,80%,Conventional,$4162,360,Fulton,36035,1 Family,Detached,Existing,2
Series 109/110,$49200,01/15/2004,2004,80%,Conventional,$4749,360,Franklin,36033,1 Family,Detached,Existing,3
Series 109/110,$55200,01/15/2004,2004,80%,Conventional,$5000,360,Cortland,36023,1 Family,Detached,Existing,2
Series 109/110,$64800,01/15/2004,2004,80%,Conventional,$4702,360,Saratoga,36091,1 Family,Detached,Existing,1
Series 109/110,$72000,01/15/2004,2004,80%,Conventional,$4522,360,Erie,36029,1 Family,Detached,Existing,1
Series 109/110,$80000,01/15/2004,2004,80%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,1
Series 109/110,$83200,01/15/2004,2004,80%,Conventional,$5000,360,Erie,36029,1 Family,Detached,Existing,4
Series 109/110,$212000,01/15/2004,2004,80%,Conventional,$7863,360,Putnam,36079,1 Family,Detached,Existing,1
Series 109/110,$227200,01/15/2004,2004,80%,Conventional,$10773,360,Suffolk,36103,1 Family,Detached,Existing,1
Series 109/110,$240000,01/15/2004,2004,80%,Conventional,$11776,360,Suffolk,36103,1 Family,Detached,Existing,5
Series 109/110,$252800,01/15/2004,2004,80%,Conventional,$11771,360,Nassau,36059,1 Family,Detached,Existing,3
Series 109/110,$56000,01/15/2004,2004,80%,Conventional,$5000,360,Cortland,36023,2 Family,Detached,Existing,2
Series 109/110,$64000,01/15/2004,2004,80%,Conventional,$5000,360,Erie,36029,3 Family,Detached,Existing,2
Series 109/110,$36000,01/15/2004,2004,80%,Conventional,$3783,360,Erie,36029,1 Family,Condominium,Existing,1
Series 109/110,$200000,01/15/2004,2004,80%,Conventional,$9694,360,Nassau,36059,1 Family,Condominium,Existing,2
Series 109/110,$63000,01/15/2004,2004,79.75%,Conventional,$4672,360,Erie,36029,1 Family,Detached,Existing,3
Series 109/110,$68000,01/15/2004,2004,79.53%,Conventional,$4124,360,Erie,36029,1 Family,Detached,Existing,1
Series 109/110,$88000,01/15/2004,2004,77.88%,Step,,360,Kings,36047,1 Family,Attached,New,3
Series 109/110,$48125,01/15/2004,2004,77%,Conventional,$4065,360,Erie,36029,1 Family,Detached,Existing,3
Series 109/110,$50000,01/15/2004,2004,76.92%,Conventional,$4429,360,Clinton,36019,1 Family,Detached,Existing,2
Series 109/110,$80000,01/15/2004,2004,76.19%,Step,,360,Kings,36047,1 Family,Detached,New,3
Series 109/110,$150000,01/15/2004,2004,75%,Conventional,$7500,360,Queens,36081,1 Family,Condominium,Existing,1
Series 109/110,$42150,01/15/2004,2004,72.05%,Conventional,$4314,360,Albany,36001,1 Family,Detached,Existing,1
Series 109/110,$57000,01/15/2004,2004,61.96%,Conventional,$4984,360,Niagara,36063,1 Family,Detached,Existing,1
Series 109/110,$39900,01/15/2004,2004,53.27%,Conventional,$4419,360,Monroe,36055,1 Family,Detached,Existing,1
Series 109/110,$26500,01/15/2004,2004,50.48%,Conventional,,240,Chautauqua,36013,1 Family,Detached,Existing,2
Series 109/110,$15500,01/22/2004,2004,100%,Conventional,$2608,360,Niagara,36063,1 Family,Detached,Existing,3
Series 109/110,$135900,01/22/2004,2004,100%,Step,,360,Monroe,36055,1 Family,Detached,New,2
Series 109/110,$81250,01/22/2004,2004,97.01%,Conventional,$5000,360,Monroe,36055,1 Family,Attached,Existing,3
Series 109/110,$32980,01/22/2004,2004,97%,Conventional,$5000,360,Steuben,36101,1 Family,Detached,Existing,1
Series 109/110,$49470,01/22/2004,2004,97%,Conventional,$4350,360,Monroe,36055,1 Family,Detached,Existing,1
Series 109/110,$50925,01/22/2004,2004,97%,Conventional,$3979,360,Chemung,36015,1 Family,Detached,Existing,1
Series 109/110,$51410,01/22/2004,2004,97%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,1
Series 109/110,$55290,01/22/2004,2004,97%,Conventional,$3624,360,Allegany,36003,1 Family,Detached,Existing,1
Series 109/110,$58200,01/22/2004,2004,97%,Conventional,$4156,360,Franklin,36033,1 Family,Detached,Existing,1
Series 109/110,$58200,01/22/2004,2004,97%,Conventional,$4234,360,Oswego,36075,1 Family,Detached,Existing,2
Series 109/110,$62953,01/22/2004,2004,97%,Conventional,$4690,360,Cayuga,36011,1 Family,Detached,Existing,1
Series 109/110,$65475,01/22/2004,2004,97%,Conventional,$3729,360,Onondaga,36067,1 Family,Detached,Existing,1
Series 109/110,$67803,01/22/2004,2004,97%,Conventional,,360,Erie,36029,1 Family,Detached,Existing,1
Series 109/110,$67900,01/22/2004,2004,97%,Conventional,$4519,360,Erie,36029,1 Family,Detached,Existing,1
Series 109/110,$72750,01/22/2004,2004,97%,Conventional,$4808,360,Orleans,36073,1 Family,Detached,Existing,2
Series 109/110,$73720,01/22/2004,2004,97%,Conventional,$4623,360,Monroe,36055,1 Family,Detached,Existing,2
Series 109/110,$74205,01/22/2004,2004,97%,Conventional,$4710,360,Monroe,36055,1 Family,Detached,Existing,1
Series 109/110,$76630,01/22/2004,2004,97%,Conventional,$4880,360,Erie,36029,1 Family,Detached,Existing,1
Series 109/110,$79928,01/22/2004,2004,97%,Conventional,$3259,360,Warren,36113,1 Family,Detached,Existing,2
Series 109/110,$82450,01/22/2004,2004,97%,Conventional,$4103,360,Onondaga,36067,1 Family,Detached,Existing,2
Series 109/110,$87300,01/22/2004,2004,97%,Conventional,$5000,360,Saratoga,36091,1 Family,Detached,Existing,2
Series 109/110,$89240,01/22/2004,2004,97%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,1
Series 109/110,$95545,01/22/2004,2004,97%,Conventional,$5000,360,Monroe,36055,1 Family,Detached,Existing,2
Series 109/110,$106700,01/22/2004,2004,97%,Conventional,$5335,360,Saratoga,36091,1 Family,Detached,Existing,4
Series 109/110,$109610,01/22/2004,2004,97%,Conventional,$5481,360,Erie,36029,1 Family,Detached,Existing,1
Series 109/110,$111550,01/22/2004,2004,97%,Conventional,$5578,360,Saratoga,36091,1 Family,Detached,Existing,3
Series 109/110,$203700,01/22/2004,2004,97%,Conventional,$8459,360,Suffolk,36103,1 Family,Detached,Existing,4
Series 109/110,$38800,01/22/2004,2004,97%,Conventional,$4470,360,Orleans,36073,2 Family,Detached,Existing,2
Series 109/110,$86921,01/22/2004,2004,97%,Conventional,$2041,360,Erie,36029,2 Family,Detached,Existing,2
